Reporting level,Province/territory,Indicator,Metric,Data year,Unit of measurement,Indicator result
Provincial,Nova Scotia,MRI Scan,90thPercentile,2017,Days,241
Provincial,Nova Scotia,MRI Scan,Volume,2017,Number of cases,"12,469"
Provincial,Nova Scotia,Prostate Cancer Surgery,50thPercentile,2017,Days,47
Provincial,Nova Scotia,Prostate Cancer Surgery,90thPercentile,2017,Days,116
Provincial,Nova Scotia,Prostate Cancer Surgery,Volume,2017,Number of cases,75
Provincial,Nova Scotia,Radiation Therapy,% Meeting Benchmark,2017,Proportion,92
Provincial,Nova Scotia,Radiation Therapy,50thPercentile,2017,Days,12
Provincial,Nova Scotia,Radiation Therapy,90thPercentile,2017,Days,27
Provincial,Nova Scotia,Radiation Therapy,Volume,2017,Number of cases,"1,493"
Provincial,Ontario,Bladder Cancer Surgery,50thPercentile,2017,Days,24
Provincial,Ontario,Bladder Cancer Surgery,90thPercentile,2017,Days,64
Provincial,Ontario,Bladder Cancer Surgery,Volume,2017,Number of cases,"5,820"
Provincial,Ontario,Breast Cancer Surgery,50thPercentile,2017,Days,15
Provincial,Ontario,Breast Cancer Surgery,90thPercentile,2017,Days,30
Provincial,Ontario,Breast Cancer Surgery,Volume,2017,Number of cases,"5,855"
Provincial,Ontario,CABG,50thPercentile,2017,Days,9
Provincial,Ontario,CABG,90thPercentile,2017,Days,56
Provincial,Ontario,CABG,Volume,2017,Number of cases,"3,062"
Provincial,Ontario,Cataract surgery,% Meeting Benchmark,2017,Proportion,69
Provincial,Ontario,Cataract surgery,50thPercentile,2017,Days,67
Provincial,Ontario,Cataract surgery,90thPercentile,2017,Days,229
Provincial,Ontario,Cataract surgery,Volume,2017,Number of cases,"64,142"
Provincial,Ontario,Colorectal Cancer Surgery,50thPercentile,2017,Days,19
Provincial,Ontario,Colorectal Cancer Surgery,90thPercentile,2017,Days,40
Provincial,Ontario,Colorectal Cancer Surgery,Volume,2017,Number of cases,"2,300"
Provincial,Ontario,CT Scan,50thPercentile,2017,Days,6
Provincial,Ontario,CT Scan,90thPercentile,2017,Days,35
Provincial,Ontario,CT Scan,Volume,2017,Number of cases,"486,038"
Provincial,Ontario,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,86
Provincial,Ontario,Hip Fracture Repair,50thPercentile,2017,Hours,23
Provincial,Ontario,Hip Fracture Repair,90thPercentile,2017,Hours,56
Provincial,Ontario,Hip Fracture Repair,Volume,2017,Number of cases,"5,306"
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,79
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2017,Hours,28
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2017,Hours,63
Provincial,Ontario,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,"4,919"
Provincial,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,83
Provincial,Ontario,Hip Replacement,50thPercentile,2017,Days,82
Provincial,Ontario,Hip Replacement,90thPercentile,2017,Days,242
Provincial,Ontario,Hip Replacement,Volume,2017,Number of cases,"8,217"
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,89
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,69
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,189
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,428
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,56
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,157
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,367
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,881
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,74
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,95
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,338
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,385
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,67
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,116
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,324
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,963
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,77
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,99
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,273
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,186
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,79
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,77
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,277
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,437
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,95
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,51
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,150
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,"1,375"
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,98
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,72
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,149
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,779
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,92
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,71
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,171
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,611
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,86
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,95
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,223
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,463
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,91
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,83
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,179
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,883
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,82
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,95
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,222
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,276
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,90
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,69
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,183
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,401
Regional,Ontario,Hip Replacement,% Meeting Benchmark,2017,Proportion,87
Regional,Ontario,Hip Replacement,50thPercentile,2017,Days,77
Regional,Ontario,Hip Replacement,90thPercentile,2017,Days,208
Regional,Ontario,Hip Replacement,Volume,2017,Number of cases,149
Provincial,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,78
Provincial,Ontario,Knee Replacement,50thPercentile,2017,Days,92
Provincial,Ontario,Knee Replacement,90thPercentile,2017,Days,275
Provincial,Ontario,Knee Replacement,Volume,2017,Number of cases,"13,801"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,69
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,110
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,292
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,881
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,50
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,184
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,387
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,153"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,61
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,148
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,397
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,707
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,67
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,106
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,363
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,608"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,60
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,145
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,361
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,545
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,68
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,100
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,312
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,808
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,93
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,54
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,163
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,733"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,96
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,78
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,157
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,558"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,90
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,78
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,183
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,403"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,87
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,101
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,199
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,708
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,87
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,83
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,204
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,"1,365"
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,77
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,104
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,346
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,362
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,78
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,87
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,257
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,698
Regional,Ontario,Knee Replacement,% Meeting Benchmark,2017,Proportion,90
Regional,Ontario,Knee Replacement,50thPercentile,2017,Days,65
Regional,Ontario,Knee Replacement,90thPercentile,2017,Days,172
Regional,Ontario,Knee Replacement,Volume,2017,Number of cases,272
Provincial,Ontario,Lung Cancer Surgery,50thPercentile,2017,Days,16
Provincial,Ontario,Lung Cancer Surgery,90thPercentile,2017,Days,35
Provincial,Ontario,Lung Cancer Surgery,Volume,2017,Number of cases,"1,687"
Provincial,Ontario,MRI Scan,50thPercentile,2017,Days,35
Provincial,Ontario,MRI Scan,90thPercentile,2017,Days,96
Provincial,Ontario,MRI Scan,Volume,2017,Number of cases,"355,639"
Provincial,Ontario,Prostate Cancer Surgery,50thPercentile,2017,Days,34
Provincial,Ontario,Prostate Cancer Surgery,90thPercentile,2017,Days,84
Provincial,Ontario,Prostate Cancer Surgery,Volume,2017,Number of cases,"1,431"
Provincial,Ontario,Radiation Therapy,% Meeting Benchmark,2017,Proportion,98
Provincial,Ontario,Radiation Therapy,50thPercentile,2017,Days,8
Provincial,Ontario,Radiation Therapy,90thPercentile,2017,Days,15
Provincial,Ontario,Radiation Therapy,Volume,2017,Number of cases,"15,740"
Provincial,Prince Edward Island,Bladder Cancer Surgery,50thPercentile,2017,Days,31
Provincial,Prince Edward Island,Bladder Cancer Surgery,90thPercentile,2017,Days,59
Provincial,Prince Edward Island,Bladder Cancer Surgery,Volume,2017,Number of cases,26
Provincial,Prince Edward Island,Breast Cancer Surgery,50thPercentile,2017,Days,15
Provincial,Prince Edward Island,Breast Cancer Surgery,90thPercentile,2017,Days,33
Provincial,Prince Edward Island,Breast Cancer Surgery,Volume,2017,Number of cases,36
Provincial,Prince Edward Island,CABG,50thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,CABG,90thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,CABG,Volume,2017,Number of cases,n/a
Provincial,Prince Edward Island,Cataract surgery,% Meeting Benchmark,2017,Proportion,60
Provincial,Prince Edward Island,Cataract surgery,50thPercentile,2017,Days,99
Provincial,Prince Edward Island,Cataract surgery,90thPercentile,2017,Days,167
Provincial,Prince Edward Island,Cataract surgery,Volume,2017,Number of cases,577
Provincial,Prince Edward Island,Colorectal Cancer Surgery,50thPercentile,2017,Days,14
Provincial,Prince Edward Island,Colorectal Cancer Surgery,90thPercentile,2017,Days,30
Provincial,Prince Edward Island,Colorectal Cancer Surgery,Volume,2017,Number of cases,41
Provincial,Prince Edward Island,CT Scan,50thPercentile,2017,Days,44
Provincial,Prince Edward Island,CT Scan,90thPercentile,2017,Days,113
Provincial,Prince Edward Island,CT Scan,Volume,2017,Number of cases,"4,400"
Provincial,Prince Edward Island,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,85
Provincial,Prince Edward Island,Hip Fracture Repair,50thPercentile,2017,Hours,24
Provincial,Prince Edward Island,Hip Fracture Repair,90thPercentile,2017,Hours,52
Provincial,Prince Edward Island,Hip Fracture Repair,Volume,2017,Number of cases,82
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,87
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2017,Hours,22
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2017,Hours,51
Provincial,Prince Edward Island,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,74
Provincial,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2017,Proportion,50
Provincial,Prince Edward Island,Hip Replacement,50thPercentile,2017,Days,182
Provincial,Prince Edward Island,Hip Replacement,90thPercentile,2017,Days,258
Provincial,Prince Edward Island,Hip Replacement,Volume,2017,Number of cases,76
Regional,Prince Edward Island,Hip Replacement,% Meeting Benchmark,2017,Proportion,50
Regional,Prince Edward Island,Hip Replacement,50thPercentile,2017,Days,182
Regional,Prince Edward Island,Hip Replacement,90thPercentile,2017,Days,258
Regional,Prince Edward Island,Hip Replacement,Volume,2017,Number of cases,76
Provincial,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2017,Proportion,46
Provincial,Prince Edward Island,Knee Replacement,50thPercentile,2017,Days,195
Provincial,Prince Edward Island,Knee Replacement,90thPercentile,2017,Days,312
Provincial,Prince Edward Island,Knee Replacement,Volume,2017,Number of cases,145
Regional,Prince Edward Island,Knee Replacement,% Meeting Benchmark,2017,Proportion,46
Regional,Prince Edward Island,Knee Replacement,50thPercentile,2017,Days,195
Regional,Prince Edward Island,Knee Replacement,90thPercentile,2017,Days,312
Regional,Prince Edward Island,Knee Replacement,Volume,2017,Number of cases,145
Provincial,Prince Edward Island,Lung Cancer Surgery,50thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,90thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,Lung Cancer Surgery,Volume,2017,Number of cases,n/a
Provincial,Prince Edward Island,MRI Scan,50thPercentile,2017,Days,80
Provincial,Prince Edward Island,MRI Scan,90thPercentile,2017,Days,231
Provincial,Prince Edward Island,MRI Scan,Volume,2017,Number of cases,"2,645"
Provincial,Prince Edward Island,Prostate Cancer Surgery,50thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,90thPercentile,2017,Days,n/a
Provincial,Prince Edward Island,Prostate Cancer Surgery,Volume,2017,Number of cases,n/a
Provincial,Prince Edward Island,Radiation Therapy,% Meeting Benchmark,2017,Proportion,92
Provincial,Prince Edward Island,Radiation Therapy,50thPercentile,2017,Days,13
Provincial,Prince Edward Island,Radiation Therapy,90thPercentile,2017,Days,28
Provincial,Prince Edward Island,Radiation Therapy,Volume,2017,Number of cases,275
Provincial,Quebec,Bladder Cancer Surgery,50thPercentile,2017,Days,26
Provincial,Quebec,Bladder Cancer Surgery,90thPercentile,2017,Days,54
Provincial,Quebec,Bladder Cancer Surgery,Volume,2017,Number of cases,"3,013"
Provincial,Quebec,Breast Cancer Surgery,50thPercentile,2017,Days,19
Provincial,Quebec,Breast Cancer Surgery,90thPercentile,2017,Days,38
Provincial,Quebec,Breast Cancer Surgery,Volume,2017,Number of cases,"4,000"
Provincial,Quebec,CABG,50thPercentile,2017,Days,n/a
Provincial,Quebec,CABG,90thPercentile,2017,Days,n/a
Provincial,Quebec,CABG,Volume,2017,Number of cases,"3,311"
Provincial,Quebec,Cataract surgery,% Meeting Benchmark,2017,Proportion,85
Provincial,Quebec,Cataract surgery,50thPercentile,2017,Days,41
Provincial,Quebec,Cataract surgery,90thPercentile,2017,Days,139
Provincial,Quebec,Cataract surgery,Volume,2017,Number of cases,"45,660"
Provincial,Quebec,Colorectal Cancer Surgery,50thPercentile,2017,Days,20
Provincial,Quebec,Colorectal Cancer Surgery,90thPercentile,2017,Days,40
Provincial,Quebec,Colorectal Cancer Surgery,Volume,2017,Number of cases,"1,972"
Provincial,Quebec,CT Scan,50thPercentile,2017,Days,n/a
Provincial,Quebec,CT Scan,90thPercentile,2017,Days,n/a
Provincial,Quebec,CT Scan,Volume,2017,Number of cases,n/a
Provincial,Quebec,Hip Fracture Repair,% Meeting Benchmark,2017,Proportion,n/a
Provincial,Quebec,Hip Fracture Repair,50thPercentile,2017,Hours,n/a
Provincial,Quebec,Hip Fracture Repair,90thPercentile,2017,Hours,n/a
Provincial,Quebec,Hip Fracture Repair,Volume,2017,Number of cases,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,% Meeting Benchmark,2017,Proportion,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,50thPercentile,2017,Hours,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,90thPercentile,2017,Hours,n/a
Provincial,Quebec,Hip Fracture Repair/Emergency and Inpatient,Volume,2017,Number of cases,n/a
Provincial,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,83
Provincial,Quebec,Hip Replacement,50thPercentile,2017,Days,93
Provincial,Quebec,Hip Replacement,90thPercentile,2017,Days,215
Provincial,Quebec,Hip Replacement,Volume,2017,Number of cases,"3,373"
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,n/a
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,82
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,114
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,196
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,243
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,81
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,112
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,207
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,106
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,95
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,53
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,150
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,167
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,99
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,63
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,131
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,216
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,100
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,40
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,157
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,30
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,100
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,37
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,104
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,37
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,75
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,125
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,227
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,490
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,91
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,85
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,179
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,244
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,56
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,160
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,309
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,239
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,97
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,123
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,174
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,105
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,84
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,86
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,233
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,"1,144"
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,94
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,81
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,150
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,50
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,92
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,115
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,182
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,48
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,84
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,75
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,224
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,121
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,77
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,80
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,225
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,133
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,n/a
Regional,Quebec,Hip Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Hip Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Hip Replacement,Volume,2017,Number of cases,n/a
Provincial,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,80
Provincial,Quebec,Knee Replacement,50thPercentile,2017,Days,101
Provincial,Quebec,Knee Replacement,90thPercentile,2017,Days,228
Provincial,Quebec,Knee Replacement,Volume,2017,Number of cases,"5,200"
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,n/a
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,n/a
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,n/a
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,84
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,106
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,197
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,800
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,97
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,91
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,140
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,172
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,84
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,65
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,217
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,254
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,97
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,60
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,135
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,439
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,96
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,47
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,166
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,77
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,99
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,77
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,125
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,85
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,65
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,152
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,232
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,800
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,85
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,94
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,224
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,358
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,45
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,198
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,345
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,344
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,93
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,133
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,177
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,158
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,81
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,94
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,217
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,"1,468"
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,84
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,83
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,229
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,125
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,98
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,108
Regional,Quebec,Knee Replacement,90thPercentile,2017,Days,175
Regional,Quebec,Knee Replacement,Volume,2017,Number of cases,122
Regional,Quebec,Knee Replacement,% Meeting Benchmark,2017,Proportion,75
Regional,Quebec,Knee Replacement,50thPercentile,2017,Days,111
